scenario,surrogate_mean,surrogate_95ci_lo,surrogate_95ci_hi,z_score,surrogate_std,shuffle_idx,kind,phi_spectral_mean,parquet_phi_mean,parquet_match
synthetic_iid,51.161884998529594,50.6872368830626,51.56528176164011,-0.5328066653465598,0.29841678612226225,-1,observed,51.002886545832354,,
synthetic_iid,51.161884998529594,50.6872368830626,51.56528176164011,-0.5328066653465598,0.29841678612226225,0,surrogate,51.523381964452845,,
synthetic_iid,51.161884998529594,50.6872368830626,51.56528176164011,-0.5328066653465598,0.29841678612226225,1,surrogate,51.15971190292353,,
synthetic_iid,51.161884998529594,50.6872368830626,51.56528176164011,-0.5328066653465598,0.29841678612226225,2,surrogate,51.16655375407132,,
synthetic_iid,51.161884998529594,50.6872368830626,51.56528176164011,-0.5328066653465598,0.29841678612226225,3,surrogate,51.393849181469946,,
synthetic_iid,51.161884998529594,50.6872368830626,51.56528176164011,-0.5328066653465598,0.29841678612226225,4,surrogate,51.57744621888802,,
synthetic_iid,51.161884998529594,50.6872368830626,51.56528176164011,-0.5328066653465598,0.29841678612226225,5,surrogate,51.2933053121029,,
synthetic_iid,51.161884998529594,50.6872368830626,51.56528176164011,-0.5328066653465598,0.29841678612226225,6,surrogate,50.81766837115884,,
synthetic_iid,51.161884998529594,50.6872368830626,51.56528176164011,-0.5328066653465598,0.29841678612226225,7,surrogate,50.969371641324656,,
synthetic_iid,51.161884998529594,50.6872368830626,51.56528176164011,-0.5328066653465598,0.29841678612226225,8,surrogate,50.64936967684111,,
synthetic_iid,51.161884998529594,50.6872368830626,51.56528176164011,-0.5328066653465598,0.29841678612226225,9,surrogate,51.06819196206272,,
